Identificador,Tipo de subasta,Cuenta expediente,Fecha de inicio,Fecha de conclusión,Cantidad reclamada,Lotes,Anuncio BOE,Valor subasta,Tasación,Puja mínima,Tramos entre pujas,Importe del depósito,Descripción,Dirección,Código Postal,Localidad,Provincia,Vivienda habitual,Situación posesoria,Visitable,Inscripción registral,Referencia catastral,Cargas,Dirección Mapa
SUB-AT-2023-23R3086001128,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23794,6146.6,6146.6,0.0,500.0,307.33,"URBANA. 6. PLAZA DE GARAJE Nº G-6 UBICADA EN EL SÓTANO DEL EDIFICIO SITUADO  EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE      PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA A   LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE       TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G5  IZQUIERDA, PLAZA  DE GARAJE G-7  ESPALDA, SUBSUELO DE LA CARRETERA DE PLIEGO. TIENE UNA        SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 G6,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 70 , LIBRO: 378. FINCA: 30790  , INSCRIPCIÓN: 5",2007301XH3120N0007BY,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3086001129,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23795,6197.9,6197.9,0.0,500.0,309.89,"URBANA. 8. PLAZA DE GARAJE Nº G-8 UBICADA EN EL SÓTANO DEL EDIFICIO SITUADO  EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE      PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA A   LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE       TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G-7  IZQUIERDA, PLAZA DE GARAJE G-9, ESPALDA, SUBSUELO DE LA CARRETERA DE PLIEGO. TIENE UNA        SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 G8,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 76 , LIBRO: 378. FINCA: 30794  , INSCRIPCIÓN: 5",2007301XH3120N0009XI,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3086001130,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23796,6197.9,6197.9,0.0,500.0,309.89,"URBANA: 9. PLAZA DE GARAJE Nº G-9 UBICADA EN EL SÓTANO DEL EDIFICIO SITUADO  EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE      PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA A   LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE       TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G-8  IZQUIERDA, PLAZA DE GARAJE G-10, Y ESPALDA, SUBSUELO DE LA CARRETERA DE PLIEGO. TIENE UNA     SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 G9,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 79 , LIBRO: 378. FINCA: 30796  , INSCRIPCIÓN: 5",2007301XH3120N0010BY,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3086001131,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23797,6197.9,6197.9,0.0,500.0,309.89,"URBANA: 10. PLAZA DE GARAJE Nº G-10 UBICADA EN EL SÓTANO DEL EDIFICIO        SITUADO EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA  A LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE     TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G9  IZQUIERDA, PLAZA  DE GARAJE G-11, Y ESPALDA, SUBSUELO DE LA CARRETERA DE PLIEGO. TIENE UNA     SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 10,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 82 , LIBRO: 378. FINCA: 30798  , INSCRIPCIÓN: 5",2007301XH3120N0011ZU,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3086001132,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23798,6300.8,6300.8,0.0,500.0,315.04,"URBANA. 11. PLAZA DE GARAJE Nº G-21 UBICADA EN EL SÓTANO DEL EDIFICIO        SITUADO EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA  A LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE     TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G-22  IZQUIERDA,      PLAZA DE GARAJE G-20  ESPALDA, ZONA DE TRÁNSITO PEATONAL. TIENE UNA          SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 21,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 85 , LIBRO: 378. FINCA: 30800  , INSCRIPCIÓN: 5",2007301XH3120N0012XI,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3086001133,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23800,6300.8,6300.8,0.0,500.0,315.04,"URBANA. 12. PLAZA DE GARAJE Nº G-22 UBICADA EN EL SÓTANO DEL EDIFICIO        SITUADO EN ESTA CIUDAD, U.P.R. 2 DE MULA  CALLES  P ,  W  Y  X , Y CARRETERA DE PLIEGO, QUE TIENE SU ACCESO INDEPENDIENTE POR MEDIO DE UNA RAMPA UBICADA  A LA IZQUIERDA DE LA FACHADA DE LA CALLE  W   QUE LINDA: FRENTE, ZONA DE     TRÁNSITO Y MANIOBRA  DERECHA ENTRANDO, PLAZA DE GARAJE G-23  IZQUIERDA,      PLAZA DE GARAJE G-21  ESPALDA, ZONA DE TRÁNSITO PEATONAL. TIENE UNA          SUPERFICIE ÚTIL DE 22,09 M2.",CALLE POETISA ELADIA BAUTISTA 9 -1 22,30170,MULA,MURCIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE MULA TOMO: 1654 , FOLIO: 88 , LIBRO: 378. FINCA: 30802  , INSCRIPCIÓN: 5",2007301XH3120N0013MO,"0,00 €",CALLE POETISA ELADIA BAUTISTA 9
SUB-AT-2023-23R3386001009,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23743,8387.64,8387.64,0.0,500.0,419.38,"50% PLENO DOMINIO DE LA PLAZA DE GARAJE SEÑALADA CON EL Nº 74, EN LA PLANTA  DE SÓTANO TERCERA O INFERIOR, DEL EDIFICIO SITO EN LA CALLE FALO MORO, Nº 7, QUE ES CALLE DANZA PRIMA POR EL LINDERO SUR, EN POLA DE SIERO. OCUPA UNA     SUPERFICIE DE 9,90 M2, Y TIENE UN TRASTERO ANEJO DE 2 M2 SEGÚN EL CATASTRO.",CALLE FALO MORO 7 P 74,33510,SIERO,ASTURIAS,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE POLA DE SIERO TOMO: 855 , FOLIO: 155 , LIBRO: 731. FINCA: 90031  , INSCRIPCIÓN: 5",4379016TP8047N0103RJ,"0,00 €",CALLE FALO MORO 7
SUB-AT-2023-23R3386001010,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23745,5031.32,5031.32,0.0,200.0,251.56,"UNA DOCEAVA PARTE INDIVISA (1/12) DEL LOCAL SITO EN LA PLANTA BAJA DEL       EDIFICIO SITO EN EL Nº 8 DE LA CALLE MIGUEL HERNÁNDEZ, EN TORRE DEL MAR,     TÉRMINO MUNICIPAL DE VÉLEZ - MÁLAGA (MÁLAGA). OCUPA UNA SUPERFICIE DE 47,31  M2.",CALLE MIGUEL HERNANDEZ 8 BJ,29740,VELEZ-MALAGA,MÁLAGA,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE VELEZ-MALAGA TOMO: 1550 , FOLIO: 136 , LIBRO: 574. FINCA: 32494  , INSCRIPCIÓN: 3",2372201VF0627S0048AE,"0,00 €",CALLE MIGUEL HERNANDEZ 8
SUB-AT-2023-23R3386001014,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23746,42022.98,42022.98,0.0,1000.0,2101.14,"PISO 4º DERECHA (EMPEZANDO A CONTAR DESDE LOS BAJOS, QUE TAMBIÉN SON         VIVIENDAS), DEL EDIFICIO SITO EN LA CALLE LOPE DE VEGA Nº 3, EN EL ENTREGO,  CONCEJO DE SAN MARTÍN DEL REY AURELIO. OCUPA UNA SUPERFICIE CONSTRUIDA DE    79,38 M2, Y SE COMPONE DE VESTÍBULO, COCINA-COMEDOR, TRES DORMITORIOS, OTRA  HABITACIÓN PEQUEÑA Y ASEO. TIENE COMO ANEJO UNA DE LAS CARBONERAS            CONSTRUIDAS EN LA PLANTA DE SÓTANO.",CALLE LOPE DE VEGA 3 4º DR,33940,SAN MARTIN DEL REY AURELIO,ASTURIAS,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO  DE POLA DE LAVIANA TOMO: 1775 , FOLIO: 47 , LIBRO: 398. FINCA: 23032  , INSCRIPCIÓN: 5",6365601TN8966S0008IK,"0,00 €",CALLE LOPE DE VEGA 3
SUB-JA-2023-216803,JUDICIAL EN VÍA DE APREMIO,5053 0000 06 0295 21,2023-08-15,2023-09-04,37627.85,0,BOE-B-2023-23662,60200.0,60200.0,0.0,1204.0,3010.0,"Casa sita en Peraltilla, calle Ignacio Riverola Barón, según catastro el solar sesenta y ocho metros cuadrados ocupado en su totalidad por la edficación, que consta de planta baja de 68 m2 construidos, primera, de cincuenta y ocho metros cuadrados y segunda cuarenta y seis metros cuadrados","CALLE IGNACIO RIVEROLA BARÓN, 1",22311,PERALTILLA,HUESCA,Sí,No consta,No,"Registro de Barbastro; Tomo 701, Libro 11, Folio 210",6805708YM4660S0001WA,No constan preferentes,"CALLE IGNACIO RIVEROLA BARÓN, 1"
SUB-JA-2023-216751,JUDICIAL EN VÍA DE APREMIO,2329 0000 06 1801 21,2023-08-15,2023-09-04,61908.48,0,BOE-B-2023-23707,98100.0,0.0,0.0,1962.0,4905.0,"DESCRIPCION:  URBANA:NUMERO CUARENTA Y CINCO.- PISO DERECHA SUBIENDO DE LA PLANTA SEGUNDA, de la casa de la Barriada de San Jerónimo, es esta ciudad, calle Anguila numero tres. Tiene una superficie construida de cuarenta y siete metros, ochenta y nueve decímetros cuadrados. Linda: por su frente o fachada, con calle Anguila; por su derecha, por donde tiene la entrada, con piso izquierda de la misma planta, rellano y escalera de acceso a las plantas altas; por la izquierda, con casa numero uno d ella misma calle; y por el fondo, con patio común de la manzana 1,52%-",CALLE ANGUILA Nº 3,41015,SEVILLA,SEVILLA,Sí,No consta,No consta,No consta,6266001TG3466N0005JQ,No consta,CALLE ANGUILA Nº 3
SUB-AT-2023-23R3386001023,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23751,86440.2,86440.2,0.0,2000.0,4322.01,"LOCAL COMERCIAL EN LA PLANTA BAJA DEL EDIFICIO SEÑALADO CON LOS NÚMEROS      126,128 Y 130 DE LA CALLE FUERTES ACEVEDO, EN OVIEDO. LINDA, A LA IZQUIERDA, ENTRANDO, CON EL PORTAL Nº 128. OCUPA UNA SUPERFICIE DE 110 M2               APROXIMADAMENTE.",CALLE FUERTES ACEVEDO 128 BJ,33006,OVIEDO,ASTURIAS,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 5 DE OVIEDO TOMO: 2466 , FOLIO: 118 , LIBRO: 1746. FINCA: 1374   , INSCRIPCIÓN: 2",7348049TP6074N0026WF,"0,00 €",CALLE FUERTES ACEVEDO 128
SUB-JA-2023-216712,JUDICIAL EN VÍA DE APREMIO,4680 0000 05 1284 21,2023-08-15,2023-09-04,24243.87,0,BOE-B-2023-23660,106209.0,0.0,0.0,0.0,5310.45,"URBANA: CINCUENTA Y SIETE. -LOCAL DEL PABELLÓN
          INDUSTRIAL ""C"", número cincuenta y siete del plano, de un Conjunto Industrial, destinado a Pabellones Industriales en el Polígono Industrial Aurrera en la carretera de Baracaldo al Valle de Trápaga, sin número. Tiene una superficie aproximada de setenta y un metros cincuenta y dos decímetros cuadrados.
          Linda: Norte y Sur, con terreno propio de esta finca, Este, con el local señalado con el número 58; y al Oeste, con local número 56.","POLIGONO INDUSTRIAL AURRERA, 57",48510,TRAPAGARAN,BIZKAIA,No consta,No consta,No consta,"FINCA REGISTRAL N.° 9793 inscrita en el Registro de la Propiedad de Portugalete, al torno 1097, libro 123, folio 79.",No consta,No consta,"POLIGONO INDUSTRIAL AURRERA, 57"
SUB-AT-2023-23R3386001024,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23753,83970.23,83970.23,0.0,2000.0,4198.51,"PARCELA DE 550 M2 (517 M2 DE SUPERFICIE GRÁFICA CATASTRAL), EN LA CALLE SAN  ANTOLÍN, EN LLANES. CALIFICADA COMO SUELO URBANO CONSOLIDADO CON CONDICIÓN   DE SOLAR.",CALLE SAN ANTOLÍN 0,33509,LLANES,ASTURIAS,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO  DE LLANES TOMO: 1028 , FOLIO: 63 , LIBRO: 681. FINCA: 99412  , INSCRIPCIÓN: 1",7882603UP5078S0001QE,"0,00 €",CALLE SAN ANTOLÍN 0
SUB-AT-2023-23R3586001041,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23760,32576.64,32576.64,0.0,1000.0,1628.83,"URBANA. NUMERO 26-10- 2/38 PATES INDIVISAS DE LOCAL COMERCIAL SEÑALADO CON   EL NUMERO 1 DEL NÚCLEO D EN EL SECTOR O ESTE DE LA PLANTA INFERIOR DEL       CENTRO COMERCIAL CITA, SIN ESPECIAL NUMERO DE GOBIERNO EN LA CONFLUENCIA DE  LA AVENIDA DE FRANCIA Y DE LA AVENIDA DE ALEMANIA, TERMINO DE SAN BARTOLOMÉ  DE TIRAJANA. ESTA INTEGRADO POR 45 MÓDULOS. LA REFERIDA PARTICIPACIÓN SE     CONCRETA EN LOS MÓDULOS SEÑALADOS CON LOS NÚMEROS 271 Y 272.",AVENIDA ALEMANIA 0,35100,SAN BARTOLOME DE TIRAJANA,LAS PALMAS,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE SAN BARTOLOME DE TIRAJANA TOMO: 2000 , FOLIO: 169 , LIBRO: 586. FINCA: 16391  / 10 , INSCRIPCIÓN: 2",No consta,"0,00 €",AVENIDA ALEMANIA 0
SUB-AT-2023-23R3586001042,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23762,70028.4,70028.4,0.0,2000.0,3501.42,"URBANA: VIVIENDA UNIFAMILIAR COMPUESTA DE PLANTA SEMISÓTANO Y PLANTA BAJA,   CON UNA SUPERFICIE TOTAL CONSTRUIDA ENTRE AMBAS DE 112 METROS CUADRADOS  LA  SEMISÓTANO DESTINADA A ALMACÉN QUE MIDE 41 METROS CUADRADOS, Y LA BAJA       DEDICADA A VIVIENDA MIDE 71N METROS CUADRADOS. EDIFICADA SOBRE PARCELA 74,   RESULTANTE DEL PROYECTO DE REPARCELACIÓN DE LA URBANIZACIÓN  LOS PINARES DE  RENERA , EN TÉRMINO DE RENERA. TIENE UNA SUPERFICIE DE DOS 3.042 METROS      CUADRA  Y LINDA: NORTE, PARCELA 73  SUR, TERRENO DE LABOR, ESTE, PARCELA 75  Y CAMINO XI, Y OESTE, CAMINO III. CARACTERISTICAS: USO: RESIDENCIAL.         VIVIENDA UNIFAMILIAR AISLADA. ORDENANZA: 1. OCUPACIÓN: 15 %.                 EDIFICABILIDAD: 0,20 M2/M2 Y ALTURA: 2 PLANTAS O 6 METROS. CUOTA: 0,581395",URBANIZACION LOS PINARES DE RENERA 74,19145,RENERA,GUADALAJARA,No consta,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE PASTRANA TOMO: 1187 , FOLIO: 22 , LIBRO: 31. FINCA: 4666   , INSCRIPCIÓN: 1",8720908VK9882S0001BI,"0,00 €",URBANIZACION LOS PINARES DE RENERA 74
SUB-JA-2023-216665,JUDICIAL EN VÍA DE APREMIO,0339 0000 06 0504 08,2023-08-15,2023-09-04,29879.99,0,BOE-B-2023-23657,57485.98,0.0,0.0,1149.72,2874.3,"PARCELA de terreno en término municipal de Mérida, parte del
          Polígono Industrial denominado ¿EL PRADO¿, señalada con el
          número AO9 en el plano parcelario de su Plan Parcial de
          Ordenación , tiene una extensión aproximada de SEISCIENTOS
          CINCUENTA Y DOS METROS Y CINCUENTA DECIMETROS CUADRADOS, que
          linda al Norte, parcela 1 A08; Sur parcela 1 A10; Este, Calle
          Pamplona; y Oeste, 1 A19.",POLIGONO INDUSTRIAL DENOMINADO EL PRADO DE MERIDA,6800,MERIDA,BADAJOZ,No consta,No consta,No consta,No consta,NO CONSTA,NO CONSTAN CARGAS ANTERIORES AL BIEN QUE SE EJECUTA,POLIGONO INDUSTRIAL DENOMINADO EL PRADO DE MERIDA
SUB-AT-2023-23R3586001045,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23765,124592.58,124592.58,0.0,2000.0,6229.62,"URBANA: ONCE.- VIVIENDA SITA EN LA PLANTA TERCERA SOBRE RASANTE DE UN        EDIFICIO EN GÁLDAR, DONDE LLAMAN MARMOLEJOS, HOY CARRETERA GENERAL KILÓMETRO 28, Nº 127. ES LA VIVIENDA NÚMERO  11  DEL PROYECTO. CONSTA DE VARIAS        DEPENDENCIAS. TIENE UNA SUPERFICIE CONSTRUIDA DE 95,32 METROS CUADRADOS Y    ÚTIL DE 75,20 METROS CUADRADOS. LINDA, SEGÚN SE ENTRA A LA VIVIENDA: A LA    DERECHA, CON EDIFICIO DE DON ANTONIO RAMOS MORENO  A LA IZQUIERDA, EN PARTE  CON PATIO DE LUCES DEL EDIFICIO, EN PARTE CON HUECO DE ASCENSOR Y EN PARTE   CON VIVIENDA NÚMERO 12 DEL PROYECTO  AL FONDO, CON CARRETERA GENERAL  Y AL   FRENTE, EN PARTE CON CAJA DE ESCALERAS DEL EDIFICIO Y EN PARTE CON PASILLO   COMÚN QUE DA ACCESO A LAS VIVIENDAS DE ESTA PLANTA. SU CUOTA ES DE UN 6,42",CALLE GENERAL KM. 28 127 1 03 11,35194,GALDAR,LAS PALMAS,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE SANTA MARIA DE GUIA TOMO: 1656 , FOLIO: 220 , LIBRO: 427. FINCA: 034945 , INSCRIPCIÓN: 6",5522303DS3152S0011FF,"0,00 €",CALLE GENERAL KM. 28
SUB-AT-2023-23R3586001050,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23769,375556.32,576500.0,0.0,2000.0,18777.81,"URBANA: VIVIENDA UNIFAMILIAR SITUADA EN LA CALLE NAVAS DE TOLOSA, Nº 20,     ARUCAS, PROVINCIA DE LAS PALMAS. SUPERFICIE CONSTRUIDA DE 559,31 METROS      CUADRADOS. LINDEROS: NORTE, CON RIEGO Y RIBAZO QUE PARTE DE LA CANTONERA DEL ESTANQUE DE ARGAMASA HASTA EL BARRANQUILLO Y TERRENOS DE MANUEL MARRERO      GONZALEZ  SUR, CON VIA UNE LAS CALLES I Y II DE LA URBANIZACIÓN  ESTE, CON   PARCELA 55A Y OESTE, CON PARCELA 54B. TOTALIDAD PLENO DOMINIO PERTENECIENTE  A DÑA. YESSICA DEL CARMEN ROCHA SANCHEZ.",CALLE NAVAS DE TOLOSA 20,35191,ARUCAS,LAS PALMAS,No consta,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 4 DE LAS PALMAS TOMO: 2676 , FOLIO: 101 , LIBRO: 710. FINCA: 14691  , INSCRIPCIÓN: 11",0101719DS5000N0001OP,"200.943,68 €",CALLE NAVAS DE TOLOSA 20
SUB-JA-2023-216599,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0561 21,2023-08-15,2023-09-04,99001.31,0,BOE-B-2023-23699,218336.78,0.0,0.0,4366.73,10916.83,"FINCA CUARENTA, estudio décima puerta, quinta planta del edificio
          Mediterráneo, sito en Mont-roig del Camp, edificado sobre las parcelas 202, 203, 204 y 205, manzana 17 bis, Zona A de la urbanización Miami Platja",PLAZA DE GIRONA Nº 7 ES:1 PL:04 PT:40,43892,MIAMI PLATJA (MONT-ROIG DEL CAMP),TARRAGONA,No,Sin ocupantes,No consta,No consta,6617801CF2461N0040IM,No consta,PLAZA DE GIRONA Nº 7
SUB-AT-2023-23R3886001025,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23754,11195.43,11195.43,0.0,500.0,559.77,"1/7 PARTE INDIVISA DE URBANA-FINCA Nº 31. APARTAMENTO 108, DEL EDIFICIO      DANIELA, SITO EN LA CALLE PUERTO VIEJO Y MAZAROCO DE PUERTO DE LA CRUZ. MIDE CUARENTA Y SIETE METROS CINCUENTA Y DOS DECIMETROS CUADRADOS.",CALLE MAZAROCO 0,38400,PUERTO DE LA CRUZ,SANTA CRUZ DE TENERIFE,Sí,No consta,No,"BIEN INSCRITO EN REGISTRO  DE PUERTO DE LA CRUZ TOMO: 1110 , FOLIO: 55 , LIBRO: 538. FINCA: 17404  , INSCRIPCIÓN: 4",7741505CS4474S0019IO,"0,00 €",CALLE MAZAROCO 0
SUB-AT-2023-23R3886001034,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23756,14123.44,14123.44,0.0,500.0,706.17,"URBANA: UNO.- 2,941176% -1/34AVA PARTE INDIVISA DE PLANTA DE SÓTANO SEGUNDO  O INFERIOR, DEL EDIFICIO SITO EN ESTA CAPITAL, EN LA CALLE DE EMILIO         CALZADILLA, NÚMEROS SEIS Y OCHO. MIDE SETECIENTOS SESENTA Y DOS METROS       CUADRADOS, INCLUIDA LA RAMPA DE ACCESO, DOS CAJAS DE ASCENSORES, QUE OCUPAN  DIEZ METROS CINCUENTA Y OCHO DECÍMETROS CUADRADOS, TRES TRASTEROS, QUE MIDEN ONCE METROS CINCUENTA Y NUEVE DECÍMETROS CUADRADOS  SE DESTINA A             APARCAMIENTO DE VEHÍCULOS Y ZONA DE MANIOBRA. SE CORRESPONDE CON LA PLAZ DE  APARCAMIENTO Nº 3",CALLE EMILIO CALZADILLA 6 -2,38002,SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE SANTA CRUZ DE TENERIFE TOMO: 2129 , FOLIO: 169 , LIBRO: 638. FINCA: 2274   , INSCRIPCIÓN: 30",No consta,"0,00 €",CALLE EMILIO CALZADILLA 6
SUB-AT-2023-23R3886001037,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23757,154599.58,154599.58,0.0,2000.0,7729.97,"VIVIENDA UNIFAMILIAR ADOSADA (TIPO A-1), DE DOS PLANTAS EN EL EDIFICIO SITO  EN EL TÉRMINO MUNICIPAL DE TACORONTE, DONDE DICEN LA HERRERIA O PILETAS, EN  LA CALLE LOS MORALILLOS. TIENE UNA SUPERFICIE TOTAL CONSTRUIDA DE CIENTO     VEINTITRÉS METROS DIEZ DECÍMETROS CUADRADOS. LA PARTICIPACIÓN INDIVISA ANEXA A ESTA FINCA SE CONCRETA EN LA UTILIZACIÓN EXCLUSIVA DE LA ZONA DE           APARCAMIENTO SEÑALIZADA CON EL NÚMERO UNO QUE TIENE UNA SUPERFICIE ÚTIL DE   QUINCE METROS SESENTA DECÍMETROS CUADRADOS",CALLE HERRERIA 81 00 01,38358,TACORONTE,SANTA CRUZ DE TENERIFE,No,No consta,No,"BIEN INSCRITO EN REGISTRO  DE TACORONTE TOMO: 2106 , FOLIO: 118 , LIBRO: 253. FINCA: 19580  , INSCRIPCIÓN: 6",1422957CS6512S0001HA,"0,00 €",CALLE HERRERIA 81
SUB-JA-2023-216493,JUDICIAL EN VÍA DE APREMIO,0864 0000 06 0800 13,2023-08-15,2023-09-04,293150.91,0,BOE-B-2023-23701,554492.17,0.0,0.0,11089.84,27724.6,"VIVIENDA LETRA ""D"" EN SEGUND PLANTA ALTA DEL EDIFICIO SITO EN SANT CUGAT DEL VALLÉS (BARCELONA) CON FRENTE  A LA AVENIDA RIUS I TAULET , NUMEROS 87Y 89 Y A LA CALLE PERE SERRA NUMEROS 81 Y 83 FORMANDO CHAFLAN ENTRE AMBAS. TIENE UNA SUPERFICIE CONSTRUIDA DE 102,56 METROS CUADRADOS, Y LLEVA COMO ANEJO EL USO Y DISFRUTE EXCLUSIVO, COMO TERRASA DE LA PARTE DE LA CUBIERTA SITUADA SOBRE ESTA VIVIENDA, DE SUPERFICIE 65,65 METROS CUADRADOS, CON LA QUE SE COMUNICA DIRECTAMENTE A TRAVÉS DE ESCALERA INTERIOR PRIVATIVA. LINDA: FRENTE, RELLANO COMUN DE PLANTA-POR DONDE TIENE ACCESO-CAJAS D ESCALERAS Y ASCENSOR Y VUELO DE SECTOR COMUNITARIO DE PISCINA; IZQUIEDA ENTRANDO, DERECHA Y FONSO, VUELO DE PATIO-JARDIN ANEJO A LA VIVIENDA LETRA B .","AVENIDA RIUS I TAULET 87 Y 89 CHAFLAN PERE SERRA 81 Y 83, 2 PLANTA",8173,SANT CUGAT DEL VALLES,BARCELONA,No consta,No consta,No consta,No consta,No consta,No consta,AVENIDA RIUS I TAULET 87
